ref,name,management,pupils_total_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other,display
301-6225,Woodlawn Primary School ,Controlled,149,BT388EZ,54.723673,-5.821712,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,122.06555615733704,38-42,0-4,107,Child Evangelism Fellowship<br>Independent Non Denominational Church<br>Local Church of Ireland<br>Scripture Union<br>Stand By Me
301-6244,Ashgrove Primary School ,Controlled,355,BT366LJ,54.675534,-5.951615,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,188.41443681416771,156,26,173,Independent Non Denominational Church<br>Local Presbyterian Church<br>Love for Life
301-6249,Earlview Primary School ,Controlled,219,BT365US,54.688617,-5.957531,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,147.9864858694874,89-93,0-4,126,Child Evangelism Fellowship<br>Independent Non Denominational Church<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church<br>Scripture Union
301-6252,Ballysally Primary School ,Controlled,288,BT522QU,55.146392,-6.660737,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,169.70562748477138,154,12,122,Local Baptist Church<br>Local Church of Ireland<br>Local Congregational Church<br>Local Presbyterian Church<br>Scripture Union<br>Vineyard
301-6257,Oakfield Primary School ,Controlled,285,BT387SP,54.734919,-5.807569,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,168.81943016134133,175,0-4,106-110,Child Evangelism Fellowship<br>Local Catholic Church<br>Local Presbyterian Church<br>Non-Religious<br>Scripture Union<br>Stand By Me
301-6260,Cloughmills Primary School ,Controlled,82,BT449LF,54.997223,-6.330208,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,90.55385138137416,58,0-4,20-24,Hope for Youth Ministries<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Scripture Union
301-6264,Irish Society's Primary School ,Controlled,378,BT521JL,55.121472,-6.659095,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,194.42222095223585,177,46,155,Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church<br>Vineyard
301-6269,Cairncastle Primary School ,Controlled,65,BT402RB,54.897785,-5.871936,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,80.62257748298549,35,0-4,26-30,Local Presbyterian Church<br>Non-Religious<br>Scripture Union
301-6283,Knockloughrim Primary School ,Controlled,124,BT458QT,54.810153,-6.604926,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,111.35528725660043,98,0-4,22-26,Bible Educational Services<br>Coaching for Christ<br>Local Baptist Church<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church
301-6414,Fairview Primary School ,Controlled,485,BT399HS,54.755107,-6.00624,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,220.2271554554524,252,12,221,Asia Link<br>Child Evangelism Fellowship<br>Crown Jesus Ministries<br>Independent Non Denominational Church<br>Local Baptist Church<br>Local Presbyterian Church<br>Other Christian Charities<br>Scripture Union<br>Stand By Me<br>Youth For Christ
301-6440,Portglenone Primary School ,Controlled,140,BT448AF,54.873626,-6.472325,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,118.32159566199232,108,0-4,28-32,Child Evangelism Fellowship<br>Coaching for Christ<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Missions<br>Non-Religious<br>Scripture Union
301-6444,Hazelbank Primary School ,Controlled,161,BT424LP,54.903359,-6.111208,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,126.8857754044952,133,6,22,Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Scripture Union
301-6594,Bushvalley Primary School ,Controlled,173,BT538PR,55.117606,-6.414263,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,131.52946437965906,127,0-4,42-46,Crown Jesus Ministries<br>Local Presbyterian Church
301-6705,Islandmagee Primary School,Controlled,135,BT403TQ,54.825414,-5.72974,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,116.1895003862225,60,0,75,Local Presbyterian Church
303-0434,Creggan Primary School ,Roman Catholic Maintained,108,BT413LH,54.721371,-6.362539,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,103.92304845413264,0,104-108,0-4,Local Catholic Church
303-0438,Millquarter Primary School ,Roman Catholic Maintained,134,BT413PY,54.795429,-6.432113,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,115.75836902790226,0,130-134,0-4,Local Catholic Church<br>Local Church of Ireland
303-0588,St Mary's Primary School ,Roman Catholic Maintained,18,BT546RT,55.293389,-6.197745,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,42.426406871192846,0-4,0-4,Oct-18,Local Catholic Church
303-0708,Glenann Primary School ,Roman Catholic Maintained,59,BT440TG,55.093239,-6.101322,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,76.81145747868608,0,55-59,0-4,Local Catholic Church
303-0719,St Olcan's Primary School ,Roman Catholic Maintained,79,BT538RJ,55.13272,-6.320666,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,88.88194417315589,0,75-79,0-4,Local Catholic Church
303-0815,Moneynick Primary School ,Roman Catholic Maintained,60,BT413HS,54.741456,-6.385782,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,77.45966692414834,0,56-60,0-4,Local Church of Ireland<br>Other Christian Charities
303-0832,St Comgall's Primary School ,Roman Catholic Maintained,516,BT414JG,54.721867,-6.22179,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,227.15633383201092,0-4,462,50-54,Local Catholic Church
303-0898,St Anne's Primary School ,Roman Catholic Maintained,74,BT449JE,55.031928,-6.290085,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,86.02325267042627,0-4,70-74,0,Local Catholic Church
303-0900,St Anthony's Primary School ,Roman Catholic Maintained,67,BT402BG,54.85511,-5.838505,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,81.85352771872451,0-4,55,08-Dec,Local Catholic Church
303-2018,St Brigid's Primary School Tirkane,Roman Catholic Maintained,265,BT465NH,54.87443,-6.711321,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,162.78820596099706,0,261-265,0-4,Legion of Mary<br>Local Catholic Church
303-2109,New Row St. Patrick's Primary School,Roman Catholic Maintained,199,BT458AP,54.776884,-6.554879,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,141.06735979665885,0-4,185,Oct-14,Local Catholic Church
303-2197,Knocknagin Primary School ,Roman Catholic Maintained,79,BT455LE,54.77469,-6.678379,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,88.88194417315589,02-Apr,73,02-Apr,Local Catholic Church
303-2202,St Columba's Primary School ,Roman Catholic Maintained,98,BT515EQ,55.016711,-6.735542,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,98.99494936611666,0,94-98,0-4,Local Catholic Church
303-2205,St Columb's Primary School (Cullion),Roman Catholic Maintained,81,BT455NQ,54.766304,-6.713828,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,90,0,77-81,0-4,Local Catholic Church
303-2218,Crossroads Primary School ,Roman Catholic Maintained,118,BT515TW,54.919153,-6.59261,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,108.62780491200216,0-4,109,05-Sep,Local Catholic Church
303-2231,St Colum's Primary School ,Roman Catholic Maintained,165,BT557EF,55.182763,-6.716504,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,128.4523257866513,5,141,19,Local Catholic Church
303-2268,St Columba's Primary School ,Roman Catholic Maintained,152,BT457BB,54.783686,-6.806025,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,123.28828005937952,0,148-152,0-4,Local Catholic Church
303-2271,St Eoghan's Primary School ,Roman Catholic Maintained,131,BT457DZ,54.816163,-6.830159,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,114.45523142259596,0,127-131,0-4,Local Catholic Church
303-2273,St Mary's Primary School ,Roman Catholic Maintained,172,BT457AF,54.793383,-6.778392,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,131.1487705,0-4,164-172,0-4,Local Catholic Church
303-2274,St John's Primary School ,Roman Catholic Maintained,218,BT465PY,54.903513,-6.668346,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,147.6482306,0,214-218,0-4,Diocesan / Catechetical advisors<br>Local Catholic Church
303-2275,"St Mary's Primary School, Greenlough",Roman Catholic Maintained,165,BT448NN,54.867799,-6.515397,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,128.4523257866513,0,161-165,0-4,Local Catholic Church
303-2281,St Mary's Primary School ,Roman Catholic Maintained,208,BT458HX,54.809503,-6.519744,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,144.22205101855957,0,204-208,0-4,Local Catholic Church
303-2285,St Patrick's & St Joseph's Primary School ,Roman Catholic Maintained,154,BT515BA,54.975286,-6.70286,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,124.09673645990856,0,150-154,0-4,Local Catholic Church
303-2297,St Malachy's Primary School ,Roman Catholic Maintained,159,BT521HJ,55.126048,-6.665965,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,126.09520212918493,0-4,137,18-22,Local Catholic Church
303-3303,St Oliver Plunkett's Primary School ,Roman Catholic Maintained,198,BT413NJ,54.75165,-6.460101,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,140.71247279470288,0,194-198,0-4,Local Catholic Church
303-3313,St Bernard's Primary School ,Roman Catholic Maintained,623,BT366DW,54.667811,-5.949213,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,249.59967948697368,0,614,9,Local Catholic Church
303-3320,St Patrick's Primary School ,Roman Catholic Maintained,251,BT448SB,54.963076,-6.472304,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,158.42979517754858,0,246,5,Legion of Mary
303-3326,St Brigid's Primary School ,Roman Catholic Maintained,194,BT536JX,55.06696,-6.521633,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,139.2838827718412,18,144,32,Local Catholic Church
303-3709,St John's Primary School ,Roman Catholic Maintained,171,BT513DX,55.130634,-6.682023,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,130.7669683062202,0-4,160,07-Nov,Diocesan / Catechetical advisors<br>Local Catholic Church<br>Love for Life
303-6026,St Joseph's Primary School ,Roman Catholic Maintained,562,BT294LA,54.611733,-6.221597,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,237.06539182259397,0-4,539,19-23,Local Catholic Church
303-6039,St Mary's Primary School (Glenview),Roman Catholic Maintained,275,BT465AP,54.8455,-6.680112,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,165.8312395,0-4,260,Nov-15,Local Catholic Church
303-6046,St Mary's-on-the-Hill Primary School ,Roman Catholic Maintained,355,BT366JU,54.678031,-5.954776,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,188.41443681416771,0,344,11,Local Catholic Church
303-6050,St Joseph's Primary School ,Roman Catholic Maintained,346,BT411JZ,54.716743,-6.181665,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,186.01075237738277,8,261,77,Local Chaplains
303-6100,"St James's Primary School and Nursery, Newtownabbey",Roman Catholic Maintained,261,BT370AS,54.676553,-5.905607,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,161.55494421403512,27,153,81,Local Catholic Church
303-6103,St Brigid's Primary School ,Roman Catholic Maintained,248,BT458PG,54.840127,-6.591284,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,157.48015748023622,0-4,240-248,0-4,Diocesan / Catechetical advisors<br>Local Catholic Church
303-6131,St Patrick's Primary School ,Roman Catholic Maintained,74,BT440RB,55.056884,-6.052131,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,86.02325267042627,0,70-74,0-4,Local Catholic Church
303-6139,St Macnissi's Primary School ,Roman Catholic Maintained,181,BT366UE,54.692454,-5.94113,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,134.53624047073708,0-4,172-176,5,Local Catholic Church
303-6147,St Columba's Primary School ,Roman Catholic Maintained,247,BT515UT,54.957934,-6.555754,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,157.1623364550171,0-4,233,Oct-14,Local Catholic Church
303-6154,St Patrick's Primary School ,Roman Catholic Maintained,154,BT449JR,55.064334,-6.297939,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,124.09673645990856,0,150-154,0-4,Local Catholic Church
303-6292,St Patrick's Primary School (Glen),Roman Catholic Maintained,179,BT465JN,54.846555,-6.710591,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,133.79088160259653,0,175-179,0-4,Local Catholic Church
303-6559,St Patrick's & St Brigid's Primary School ,Roman Catholic Maintained,445,BT546AN,55.204587,-6.252782,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,210.95023109728987,0-4,420,21-25,Local Catholic Church
303-6563,St Nicholas' Primary School ,Roman Catholic Maintained,149,BT388AU,54.714758,-5.814617,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,122.06555615733704,16,103,30,Local Catholic Church
303-6575,St Macnissi's Primary School ,Roman Catholic Maintained,174,BT401RF,54.851954,-5.815331,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,131.90905958272918,0,168,6,Local Catholic Church
303-6666,St Colmcille's Primary School ,Roman Catholic Maintained,435,BT435DG,54.867333,-6.285036,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,208.56653614614208,0-4,346,85-89,Eucharistic Adoration<br>Local Catholic Church
303-6683,St Paul's Primary School,Roman Catholic Maintained,27,BT421LF,54.847007,-6.374844,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,51.96152422706632,0,23-27,0-4,Local Brethren / Gospel Hall<br>Local Catholic Church
303-6704,Mary Queen of Peace Primary School,Roman Catholic Maintained,229,BT436QH,54.968881,-6.22938,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,151.32745950421557,0,224,5,Local Catholic Church
304-6653,Gaelscoil an Chaistil,Other Maintained,113,BT546QQ,55.197932,-6.257298,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,106.3014581273465,0,15,98,Local Church of Ireland
304-6678,Gaelscoil na Speiríní,Other Maintained,79,BT457BB,54.783686,-6.806025,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,88.88194417315589,0,75-79,0-4,Local Catholic Church
304-6685,Gaelscoil Éanna,Other Maintained,221,BT367AU,54.666554,-5.968451,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,44,160,44,148.66068747318505,0-4,199,18-22,Local Catholic Church
305-0841,Central Integrated Primary School ,Controlled Integrated,146,BT388AL,54.716722,-5.810895,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,120.83045973594572,96,13,37,Child Evangelism Fellowship<br>Church of the Nazarene<br>Local Baptist Church<br>Local Catholic Church<br>Local Presbyterian Church
305-0859,Crumlin Integrated Primary School,Controlled Integrated,162,BT294XL,54.621432,-6.21461,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,127.27922061357856,36,22,104,Baptist Youth<br>Crown Jesus Ministries<br>Humanists
305-0866,Ballymoney Model Integrated Primary School,Controlled Integrated,376,BT536BW,55.071794,-6.523146,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,193.9071942966532,233,21,122,Child Evangelism Fellowship<br>Local Free Presbyterian Church<br>Scripture Union
305-0899,Seaview Integrated Primary School ,Controlled Integrated,97,BT440AA,54.967977,-5.95215,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,98.48857801796105,29,44,24,Local Baptist Church<br>Local Catholic Church<br>Local Church of Ireland<br>Local Methodist Church<br>Local Presbyterian Church
305-2071,Carhill Integrated Primary School ,Controlled Integrated,82,BT515PQ,54.94365,-6.680612,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,90.55385138137416,42,16,24,Local Catholic Church<br>Local Church of Ireland<br>Local Presbyterian Church
305-6231,Six Mile Integrated Primary School,Controlled Integrated,226,BT412TA,54.720976,-6.188956,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,150.33296378372907,56,73,97,Humanists<br>Local Catholic Church<br>Local Church of Ireland
306-6551,Braidside Integrated Primary School ,Grant Maintained Integrated,321,BT437EN,54.877536,-6.257056,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,179.16472867168918,68,101,152,Local Catholic Church
306-6561,Corran Integrated Primary School ,Grant Maintained Integrated,218,BT401TP,54.871247,-5.822981,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,147.6482306,69,72,77,Local Church of Ireland<br>Local Methodist Church<br>Non-Religious<br>St Vincent D’Paul Society
306-6568,Acorn Integrated Primary School ,Grant Maintained Integrated,226,BT387JL,54.725719,-5.793737,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,150.33296378372907,115,48,63,Bible Educational Services<br>Jesuits<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union
306-6613,Spires Integrated Primary School ,Grant Maintained Integrated,208,BT456HH,54.741074,-6.621168,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,144.22205101855957,56,94,58,Local Catholic Church
306-6652,Maine Integrated Primary School ,Grant Maintained Integrated,171,BT413EH,54.756122,-6.329665,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)",#1f77b480,31,119,180,130.7669683062202,22,62,87,Local Brethren / Gospel Hall<br>Local Catholic Church
401-0512,McKinney Primary School  Dundrod,Controlled,166,BT294HX,54.61365,-6.121373,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,128.84098726725125,100,0-4,62-66,Child Evangelism Fellowship<br>Crown Jesus Ministries<br>Local Baptist Church<br>Local Presbyterian Church<br>Non-Religious
401-0720,Ballycarrickmaddy Primary School ,Controlled,191,BT282NX,54.552823,-6.149273,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,138.20274961085255,127,6,58,Child Evangelism Fellowship<br>Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union
401-0743,Largymore Primary School ,Controlled,193,BT275BT,54.509093,-6.026521,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,138.92443989449805,63,0,130,Free Methodist<br>Local Baptist Church<br>Local Church of Ireland<br>Local Evangelical Church<br>Local Presbyterian Church<br>Non-Religious<br>Scripture Union<br>Stand By Me
401-0762,Brownlee Primary School ,Controlled,200,BT274AA,54.513033,-6.042298,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,141.4213562373095,105,11,84,Child Evangelism Fellowship<br>Local Baptist Church<br>Local Church of Ireland<br>Local Evangelical Church<br>Local Methodist Church<br>Local Presbyterian Church<br>Missions<br>Scripture Union
401-0788,Dunmurry Primary School ,Controlled,207,BT179AN,54.54738,-6.004209,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,143.87494569938158,76,12,119,Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church<br>Non-Subscribing Presbyterian<br>Scripture Union
401-0807,Lisburn Central Primary School ,Controlled,212,BT281JJ,54.50666,-6.047637,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,145.60219778561037,79,25,108,Child Evangelism Fellowship<br>Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church<br>Scripture Union
401-0882,Seymour Hill Primary School ,Controlled,251,BT179QX,54.542758,-6.011065,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,158.42979517754858,133,6,112,Child Evangelism Fellowship<br>Equipping for Life<br>Local Church of Ireland<br>Local Evangelical Church<br>Local Free Presbyterian Church<br>Scripture Union<br>Walk Through The Bible UK
401-0885,Tonagh Primary School ,Controlled,229,BT281DQ,54.510269,-6.055278,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,151.32745950421557,175,23,31,Child Evangelism Fellowship<br>Equipping for Life<br>Free Presbyterian Mission Board<br>Scripture Union
401-1265,Ballyvester Primary School ,Controlled,109,BT210NF,54.624764,-5.561653,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,104.40306508910552,42,6,61,Local Church of Ireland<br>Local Evangelical Church<br>Local Methodist Church<br>Local Presbyterian Church
401-1300,Grey Abbey Primary School ,Controlled,78,BT222QA,54.534315,-5.560855,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,88.31760866327848,41,0,37,Child Evangelism Fellowship<br>Free Presbyterian Mission Board<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Presbyterian Church
401-1310,Carrickmannon Primary School ,Controlled,87,BT236JJ,54.481438,-5.779138,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,93.27379053088816,64,0-4,19-23,Jim Patterson Ministries<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church<br>Non-Religious
401-1345,Newtownards Model Primary School ,Controlled,386,BT234NW,54.590302,-5.709097,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,196.468827,215,12,159,Elim Pentecostal<br>Local Baptist Church<br>Local Church of Ireland<br>Local Evangelical Church<br>Local Methodist Church<br>Local Presbyterian Church<br>Non-Religious<br>Other Christian Charities<br>Scripture Union<br>Stand By Me
401-1373,Kirkistown Primary School ,Controlled,57,BT221JA,54.438402,-5.470164,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,75.49834435,23,0,34,Child Evangelism Fellowship<br>Local Brethren / Gospel Hall<br>Local Presbyterian Church
401-1462,Castle Gardens Primary School ,Controlled,343,BT238SH,54.58927,-5.675735,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,185.20259177452132,175,11,157,Joint C.O.I. & Methodist<br>Local Evangelical Church<br>Local Presbyterian Church<br>Scripture Union
401-1488,Victoria Primary School (Ballyhalbert),Controlled,119,BT221DQ,54.491214,-5.466748,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,109.08712114635712,66,0,53,Local Brethren / Gospel Hall<br>Local Free Presbyterian Church<br>Local Methodist Church<br>Local Presbyterian Church
401-1507,Portavogie Primary School ,Controlled,231,BT221EE,54.456661,-5.446211,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,151.98684153570665,175,0-4,52-56,Free Presbyterian Kids<br>Jim Patterson Ministries<br>Local Brethren / Gospel Hall<br>Local Free Presbyterian Church<br>Local Methodist Church<br>Non-Religious
401-1566,Ballywalter Primary School ,Controlled,161,BT222NT,54.545489,-5.489073,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,126.8857754044952,67-71,0-4,90,Child Evangelism Fellowship<br>Elim Pentecostal<br>Local Brethren / Gospel Hall<br>Local Church of Ireland<br>Local Evangelical Church<br>Local Presbyterian Church<br>Non-Religious
401-1567,Ballynahinch Primary School ,Controlled,235,BT248BB,54.399625,-5.905841,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,153.29709716755892,151,9,75,Local Baptist Church<br>Local Congregational Church<br>Local Presbyterian Church
401-1578,Derryboy Primary School ,Controlled,63,BT309LY,54.438527,-5.731501,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,79.37253933193772,53,0,10,Hope for Youth Ministries<br>Local Baptist Church<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church
401-1584,Carr Primary School ,Controlled,79,BT276TB,54.499381,-5.933577,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,88.88194417315589,28-32,0-4,47,Child Evangelism Fellowship<br>Local Baptist Church<br>Local Free Presbyterian Church<br>Local Presbyterian Church
401-1587,Dundonald Primary School ,Controlled,852,BT162LP,54.593022,-5.804927,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,291.89039038652845,419,48,385,Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church<br>Missions<br>Scripture Union
401-1588,Comber Primary School ,Controlled,355,BT235BX,54.553579,-5.741611,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,188.41443681416771,221,0-4,130-134,Jim Patterson Ministries<br>Local Baptist Church<br>Local Church of Ireland<br>Local Evangelical Church<br>Local Free Presbyterian Church<br>Local Methodist Church<br>Local Presbyterian Church<br>Non-Subscribing Presbyterian<br>Youth For Christ
401-1606,Gilnahirk Primary School ,Controlled,411,BT57QQ,54.58328,-5.839252,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,202.73134932713293,257,14,140,Child Evangelism Fellowship<br>Independent Non Denominational Church<br>Local Baptist Church<br>Local Church of Ireland<br>Local Presbyterian Church
401-1608,Anahilt Primary School ,Controlled,139,BT266BP,54.436158,-5.995735,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,117.89826122551597,54-58,0-4,81,Local Church of Ireland<br>Local Presbyterian Church
401-1619,Dromara Primary School ,Controlled,177,BT252BL,54.381024,-6.017972,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,255,127,14,133.04134695650072,93,13,71,Child Evangelism Fellowship<br>Hope for Youth Ministries<br>Local Church of Ireland<br>Local Free Presbyterian Church<br>Local Presbyterian Church
